Mã CK,Tên Doanh Nghiệp,Tên thương hiệu / Viết tắt,Sàn giao dịch,Ngành ICB Cấp 1 (Industry),Ngành ICB Cấp 2 (Supersector),Ngành ICB Cấp 3 (Sector),Ngành ICB Cấp 4 (Subsector),Mã Phân Ngành (ICB Code L4),Nguồn tham khảo (Source),Trang chủ (Website),Cổng thông tin IR (Quan hệ CĐ)
PCM,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,VLXD Bưu điện,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://www.pcm.vn,http://www.pcm.vn/quan-he-co-dong
PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dầu khí Phương Đông,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,FiinPro / Vietcap IQ & Sở GDCK,http://www.phuongdongpv.com.vn,http://www.phuongdongpv.com.vn/quan-he-co-dong
PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,TM Kỹ thuật và Đầu tư (PETEC),UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,http://www.petec.com.vn,http://www.petec.com.vn/quan-he-co-dong
PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Thiết bị xăng dầu Petrolimex,UPCOM,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,573,FiinPro / Vietcap IQ & Sở GDCK,https://peco.petrolimex.com.vn/,https://peco.petrolimex.com.vn/quan-he-co-dong
PFL,Công ty Cổ phần Dầu khí Đông Đô,Dầu khí Đông Đô,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://daukhidongdo.vn,http://daukhidongdo.vn/quan-he-co-dong
PGB,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,PG Bank,UPCOM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,FiinPro / Vietcap IQ & Sở GDCK,https://www.pgbank.com.vn,https://www.pgbank.com.vn/quan-he-co-dong
PHH,Công ty Cổ phần Hồng Hà Việt Nam,Hồng Hà Việt Nam,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://honghavietnam.vn,https://honghavietnam.vn/quan-he-co-dong
PHP,Công ty Cổ phần Cảng Hải Phòng,Cảng Hải Phòng,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2777,FiinPro / Vietcap IQ & Sở GDCK,https://haiphongport.com.vn,https://haiphongport.com.vn/quan-he-co-dong
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Chứng khoán Phú Hưng,UPCOM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,FiinPro / Vietcap IQ & Sở GDCK,https://phs.vn,https://phs.vn/quan-he-co-dong
PID,Công ty Cổ phần Trang trí nội thất Dầu khí,Trang trí nội thất Dầu khí,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://pvcid.vn/,https://pvcid.vn/quan-he-co-dong
PIS,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Pisico Bình Định,UPCOM,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,1733,FiinPro / Vietcap IQ & Sở GDCK,http://pisico.vn,http://pisico.vn/quan-he-co-dong
PIV,Công ty Cổ phần PIV,PIV JSC,UPCOM,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",8637,FiinPro / Vietcap IQ & Sở GDCK,https://piv.vn/,https://piv.vn/quan-he-co-dong
PJS,Công ty Cổ phần Cấp nước Phú Hòa Tân,Cấp nước Phú Hòa Tân,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,https://phuhoatan.sawaco.com.vn/,https://phuhoatan.sawaco.com.vn/quan-he-co-dong
PLA,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,ĐT&DV Hạ tầng Xăng dầu (PLAND),UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://pland.petrolimex.com.vn/,https://pland.petrolimex.com.vn/quan-he-co-dong
PLE,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Tư vấn Xây dựng Petrolimex,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://pec.petrolimex.com.vn,http://pec.petrolimex.com.vn/quan-he-co-dong
PLO,Công ty Cổ phần Kho vận Petec,Kho vận Petec,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2777,FiinPro / Vietcap IQ & Sở GDCK,https://peteclogistics.com.vn,https://peteclogistics.com.vn/quan-he-co-dong
PMJ,Công ty Cổ phần Vật tư Bưu điện,Vật tư Bưu điện,UPCOM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,9578,FiinPro / Vietcap IQ & Sở GDCK,http://potmasco.com.vn,http://potmasco.com.vn/quan-he-co-dong
PMT,Công ty Cổ phần Viễn thông Telvina Việt Nam,Telvina Việt Nam,UPCOM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,9578,FiinPro / Vietcap IQ & Sở GDCK,https://telvina.vn,https://telvina.vn/quan-he-co-dong
PMW,Công ty Cổ phần Cấp Nước Phú Mỹ,Cấp Nước Phú Mỹ,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,http://www.pmw.vn,http://www.pmw.vn/quan-he-co-dong
PND,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Xăng dầu Dầu khí Nam Định,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,http://www.pvoilnamdinh.com.vn,http://www.pvoilnamdinh.com.vn/quan-he-co-dong
PNG,Công ty Cổ phần Thương Mại Phú Nhuận,Thương Mại Phú Nhuận,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Nhà hàng và quán bar,5757,FiinPro / Vietcap IQ & Sở GDCK,http://www.pnco.vn,http://www.pnco.vn/quan-he-co-dong
PNP,Công ty Cổ phần Tân Cảng – Phú Hữu,Tân Cảng - Phú Hữu,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2773,FiinPro / Vietcap IQ & Sở GDCK,https://www.phuhuuport.com,https://www.phuhuuport.com/quan-he-co-dong
PNT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Kỹ thuật XD Phú Nhuận,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://pntc.vn/,https://pntc.vn/quan-he-co-dong
POB,Công ty Cổ phần Xăng dầu Dầu khí Hưng Yên,PVOIL Hưng Yên,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,http://www.pvoilthaibinh.com.vn/vi/,http://www.pvoilthaibinh.com.vn/vi/quan-he-co-dong
POM,Công ty Cổ phần Thép Pomina,Thép Pomina,UPCOM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757,FiinPro / Vietcap IQ & Sở GDCK,http://www.pomina-steel.com,http://www.pomina-steel.com/quan-he-co-dong
POS,Công ty Cổ phần Vận hành và Xây lắp PTSC,Vận hành và Xây lắp PTSC,UPCOM,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,573,FiinPro / Vietcap IQ & Sở GDCK,https://pos.ptsc.com.vn,https://pos.ptsc.com.vn/quan-he-co-dong
POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,PV Oil Vũng Áng,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,http://pvoilvungang.com.vn,http://pvoilvungang.com.vn/quan-he-co-dong
PPH,Tổng Công ty Cổ phần Phong Phú,Phong Phú Corp.,UPCOM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,3763,FiinPro / Vietcap IQ & Sở GDCK,https://www.phongphucorp.com/,https://www.phongphucorp.com/quan-he-co-dong
PPI,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,BĐS Thái Bình Dương,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,http://www.ppigroup.com.vn,http://www.ppigroup.com.vn/quan-he-co-dong
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,DV Dầu khí Quảng Ngãi PTSC,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2777,FiinPro / Vietcap IQ & Sở GDCK,https://ptscquangngai.com.vn,https://ptscquangngai.com.vn/quan-he-co-dong
PRO,Công ty Cổ phần Procimex Việt Nam,Procimex Việt Nam,UPCOM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,3577,FiinPro / Vietcap IQ & Sở GDCK,https://procimex.com.vn,https://procimex.com.vn/quan-he-co-dong
PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần,Sản xuất - XNK Bình Dương,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://protrade.com.vn/,https://protrade.com.vn/quan-he-co-dong
PSB,Công ty Cổ phần Cảng Kỹ thuật PTSC Sao Mai,Sao Mai Bến Đình,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://pvsb.com.vn/,https://pvsb.com.vn/quan-he-co-dong
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,TMại ĐT Dầu khí Nam Sông Hậu,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,http://nshpetro.vn,http://nshpetro.vn/quan-he-co-dong
PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,Chăn nuôi Phú Sơn,UPCOM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,3573,FiinPro / Vietcap IQ & Sở GDCK,http://www.channuoiphuson.com.vn,http://www.channuoiphuson.com.vn/quan-he-co-dong
PSN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,PTSC Thanh Hóa,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2777,FiinPro / Vietcap IQ & Sở GDCK,https://ptscthanhhoa.com.vn/,https://ptscthanhhoa.com.vn/quan-he-co-dong
PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,DV Dầu Khí Đình Vũ,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2779,FiinPro / Vietcap IQ & Sở GDCK,https://www.ptscdinhvu.com.vn,https://www.ptscdinhvu.com.vn/quan-he-co-dong
PTE,Công ty Cổ phần Xi măng Phú Thọ,Xi măng Phú Thọ,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://www.ximangphutho.com.vn,http://www.ximangphutho.com.vn/quan-he-co-dong
PTG,Công ty Cổ phần May Xuất Khẩu Phan Thiết,May Phan Thiết,UPCOM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,3763,FiinPro / Vietcap IQ & Sở GDCK,http://www.phanthietgarment.com.vn,http://www.phanthietgarment.com.vn/quan-he-co-dong
PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Vận tải và DV Petrolimex Hà Tây,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,https://ptshatay.petrolimex.com.vn,https://ptshatay.petrolimex.com.vn/quan-he-co-dong
PTM,"Công ty Cổ phần Sản xuất, Thương mại Và Dịch vụ Ô tô PTM",Ô tô PTM,UPCOM,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,3353,FiinPro / Vietcap IQ & Sở GDCK,https://otoptm.com.vn/,https://otoptm.com.vn/quan-he-co-dong
PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Xây dựng Công trình Bưu điện,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://www.ptco.com.vn,http://www.ptco.com.vn/quan-he-co-dong
PTP,Công ty Cổ phần PTP,Viễn Thông và In Bưu điện,UPCOM,Viễn thông,Viễn thông,Viễn thông cố định,Viễn thông cố định,6535,FiinPro / Vietcap IQ & Sở GDCK,http://ptp.vn,http://ptp.vn/quan-he-co-dong
PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Vận tải Dầu khí Đông Dương,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2779,FiinPro / Vietcap IQ & Sở GDCK,http://pvtrans-ptt.com,http://pvtrans-ptt.com/quan-he-co-dong
PTV,Công ty Cổ phần Thương mại Dầu khí,Thương mại dầu khí,UPCOM,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,573,FiinPro / Vietcap IQ & Sở GDCK,https://petechim.com.vn/,https://petechim.com.vn/quan-he-co-dong
PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tư vấn Dầu khí,UPCOM,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,573,FiinPro / Vietcap IQ & Sở GDCK,http://www.pve.vn,http://www.pve.vn/quan-he-co-dong
PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Xây lắp Dầu khí Thanh Hóa,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://pvc-th.vn/,http://pvc-th.vn/quan-he-co-dong
PVL,Công ty Cổ phần Địa ốc Dầu khí,Địa ốc Dầu khí,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://vpr.vn/,https://vpr.vn/quan-he-co-dong
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,Thiết bị dầu khí (PV MACHINO),UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Nhà cung cấp thiết bị,2797,FiinPro / Vietcap IQ & Sở GDCK,https://pvmachino.vn/,https://pvmachino.vn/quan-he-co-dong
PVO,Công ty Cổ phần Dầu nhờn PV Oil,Dầu nhờn PV Oil,UPCOM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,https://pvoillube.vn/,https://pvoillube.vn/quan-he-co-dong
PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,Đầu tư PVR Hà Nội,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://pvr.vn/,https://pvr.vn/quan-he-co-dong
PVV,Công ty Cổ phần Vinaconex 39,Vinaconex 39,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://pvv.com.vn,http://pvv.com.vn/quan-he-co-dong
PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Xây lắp Dầu khí Việt Nam,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://petrocons.vn/,https://petrocons.vn/quan-he-co-dong
PVY,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Chế tạo Giàn khoan Dầu khí,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://www.pvshipyard.com.vn,https://www.pvshipyard.com.vn/quan-he-co-dong
PWA,Công ty Cổ phần Bất động sản dầu khí,Bất động sản dầu khí,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://www.petrowaco.vn,https://www.petrowaco.vn/quan-he-co-dong
PWS,Công ty Cổ phần Cấp thoát nước Phú Yên,Cấp thoát nước Phú Yên,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,http://www.capthoatnuocpy.com.vn,http://www.capthoatnuocpy.com.vn/quan-he-co-dong
PXA,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Đầu tư và Thương mại Dầu khí Nghệ An,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,http://www.pvit.com.vn,http://www.pvit.com.vn/quan-he-co-dong
PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,XL CN và dân dụng Dầu khí,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://www.pvc-ic.com.vn,https://www.pvc-ic.com.vn/quan-he-co-dong
PXL,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,KCN Dầu khí Long Sơn,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://longsonpic.vn,https://longsonpic.vn/quan-he-co-dong
PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Xây lắp Dầu khí Miền Trung,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://www.pvcmt.vn,http://www.pvcmt.vn/quan-he-co-dong
PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Lắp máy Dầu khí,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://www.pvc-ms.vn,http://www.pvc-ms.vn/quan-he-co-dong
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây lắp Đường ống Dầu khí,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://dobc.vn,https://dobc.vn/quan-he-co-dong
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Xuất nhập khẩu Quảng Bình,UPCOM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,https://quangbinhjsc.com.vn,https://quangbinhjsc.com.vn/quan-he-co-dong
QCC,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Đầu tư XD và PT Hạ tầng Viễn Thông,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://qtc.com.vn/,https://qtc.com.vn/quan-he-co-dong
QHW,Công ty Cổ phần Nước khoáng Quảng Ninh,Nước khoáng Quảng Ninh,UPCOM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,3537,FiinPro / Vietcap IQ & Sở GDCK,https://nuockhoangquangninh.com.vn,https://nuockhoangquangninh.com.vn/quan-he-co-dong
QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Xi măng Quảng Ninh,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://cement.com.vn/,https://cement.com.vn/quan-he-co-dong
QNS,Công ty Cổ phần Đường Quảng Ngãi,Đường Quảng Ngãi,UPCOM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,3577,FiinPro / Vietcap IQ & Sở GDCK,http://qns.com.vn,http://qns.com.vn/quan-he-co-dong
QNT,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,Tư vấn và Đầu tư Phát triển Quảng Nam,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://qnt.vn/,https://qnt.vn/quan-he-co-dong
QNU,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Môi trường Đô thị Quảng Nam,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường,2799,FiinPro / Vietcap IQ & Sở GDCK,http://urencoquangnam.com,http://urencoquangnam.com/quan-he-co-dong
QNW,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,Cấp thoát nước và XD Quảng Ngãi,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,http://capnuocqni.com.vn,http://capnuocqni.com.vn/quan-he-co-dong
QPH,Công ty Cổ phần Thủy điện Quế Phong,Thủy điện Quế Phong,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,7535,FiinPro / Vietcap IQ & Sở GDCK,http://thuydienquephong.com.vn,http://thuydienquephong.com.vn/quan-he-co-dong
